p1,p1_units,d1_sample_idx,d1,p2,p2_units,mean_cost,std_cost,cv_pct,min_cost,max_cost,median_cost,q25_cost,q75_cost
1,50,5,89.85725240817087,3,150,37882.08676055577,23988.06105005261,63.32296634468897,12839.700471174387,99518.05405039508,33386.535616828274,14263.711649601311,52470.51276772859
1,50,5,89.85725240817087,4,200,26504.847255451867,19556.95449807885,73.78633164564312,13407.426482184097,88857.05403457728,15810.27062792065,14441.053894519833,31626.741709986643
1,50,5,89.85725240817087,5,250,20728.85757948525,11610.763365594741,56.01255795729706,13842.348300970283,77107.05403457728,16604.13872742337,15131.96621129508,19058.903005553326
1,50,5,89.85725240817087,6,300,19260.56560109064,5427.160248371146,28.177574640195562,14107.92921114763,60107.05403457727,18429.121545166596,16743.46859330818,20123.183224247383
1,50,5,89.85725240817087,7,350,21510.427135794085,3320.550222291543,15.436932987565058,15546.440228276042,33607.054034577275,21433.324298953055,19353.40265019359,23324.705084240963
1,50,5,89.85725240817087,8,400,24617.742517407336,3395.314178961294,13.792142705857167,15579.719560381276,31951.72670894404,24567.522572415364,22329.261265826808,27033.480615817687
1,50,5,89.85725240817087,9,450,28127.168553208514,3419.1816262022276,12.156152937093967,18092.86712708647,35401.72670894404,28228.428825134208,26135.883013581868,30548.24038675693
1,50,5,89.85725240817087,10,500,31611.53380710947,3490.88250354083,11.043065878555144,21542.86712708647,38437.54446303922,31660.20703462194,29802.375322861353,34330.958238019695
1,50,6,95.68061661079086,1,50,77550.31110294565,18543.940173365107,23.91214156284763,13188.510749743808,108972.36711942963,78779.89096819166,69362.57734511477,89963.34993523464
1,50,6,95.68061661079086,2,100,61417.27123125331,22714.037812319057,36.98314392183644,12566.041904933136,99045.58136413834,65500.21867070872,51500.88658231568,77778.30494876037
1,50,6,95.68061661079086,3,150,40477.924547543036,22919.803496085482,56.622971044785665,13044.503903916178,87295.58136413834,36341.262513812544,17737.569929385114,59673.633651127224
1,50,6,95.68061661079086,4,200,25289.056428390766,17588.74537550326,69.5508170710444,13140.378899607133,73722.36711942963,15756.909186462584,14136.435390717514,30438.355613085303
1,50,6,95.68061661079086,5,250,19949.048220314184,8695.401965499697,43.58805427441466,13666.878342627559,57222.36711942963,16609.767537527252,15540.069656873522,19480.28548179557
1,50,6,95.68061661079086,6,300,18686.45823461927,2687.463477157413,14.381877204415932,13959.39812022296,26828.34031383579,18594.721282641734,16875.029625078492,20184.957955812606
